SmartWatch Images	SmartWatch Names	SmartWatch Prices	SmartWatch Details
https://rukminim1.flixcart.com/image/312/312/ku04o7k0/smartwatch/d/z/u/android-ios-wrb-sw-colorfitbrio-std-blk-blk-noise-no-original-imag77xp9rd3rqgm.jpeg?q=70	Noise ColorFit Brio Smartwatch	₹2,199	"Best-In Segment Resolution with 360*400 pixels3.86 cms (1.52"") TruView HD Display and 100+ personalized watch facesSuper light and slim with 30gms weight and 9mm thicknessNoise Health Suite: Blood oxygen monitor (Spo2), Stress monitor, Sleep monitor, 24*7 Heart Rate monitor50 sports modes and up to 10-day battery
Special features: Smart DND & quick reply with NoiseFit AppTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty"
https://rukminim1.flixcart.com/image/312/312/kz1lle80/smartwatch/w/e/l/-original-imagb54sshpnprx8.jpeg?q=70	Noise Icon Buzz Bluetooth Calling with AI Voice Assistance Smartwatch	₹2,999	1.69 TFT LCD DisplayIn-Built Games|Bluetooth CallingVoice Assistance (AI voice assistance)Noise Health Suite|Weather ReportUp to 7-Day Battery100+ Watch Faces|IP67 WaterproofWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty
https://rukminim1.flixcart.com/image/312/312/l2dmky80/smartwatch/u/j/6/-original-imagdqatu9pkhzwt.jpeg?q=70	Fire-Boltt Ninja Bell Bluetooth Calling & AI Voice Assistance Smartwatch Smartwatch	₹2,499	1.69 LCD Display- OGS Full Touch Display with a High Resolution of 240*280 Pixel & 1.69 inch LCD Screen covered with a 2D High Hard GlassBluetooth Calling Smartwatch- Answer & Make Calls Directly from The Smartwatch with In Built Speaker & Microphone Listen to Songs and Enjoy HD Calls on this smartwatch. Split Display Easy Access- You can easily in one click land on any function without the need to search it from the menu.Voice Assistant- Command your mobile phone with your smartwatch,Play Games On Your Wrist 60 Sports Modes IP68 Water Resistant- Withstand dust, spills, raindrops,sweatproofWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 25 daysCovers Manufacturing Defects
https://rukminim1.flixcart.com/image/312/312/l41n2q80/smartwatch/c/t/l/-original-imagffyzhv7yx9yx.jpeg?q=70	"boAt Wave Connect with Bluetooth Calling, Voice Assistant and 1.69"" HD Display Smartwatch"	₹3,499	Bluetooth Calling Smartwatch: Call On The Go | Voice Assistant: Connect on Command | 43mm(1.69”) HD Display | 60+ Sports Modes | Heart Rate and SpO2 Monitoring | Multiple Cloud Watch Faces | IP68: Dust, Sweat & Splash ResistantWith Call FunctionTouchscreenFitness & Outdoor1 Year Warranty from the Date of Purchase
https://rukminim1.flixcart.com/image/312/312/l2dmky80/smartwatch/o/s/d/-original-imagdqasbffvchcx.jpeg?q=70	Fire-Boltt Ninja Bell Bluetooth Calling & AI Voice Assistance Smartwatch Smartwatch	₹2,499	1.69 LCD Display- OGS Full Touch Display with a High Resolution of 240*280 Pixel & 1.69 inch LCD Screen covered with a 2D High Hard GlassBluetooth Calling Smartwatch- Answer & Make Calls Directly from The Smartwatch with In Built Speaker & Microphone Listen to Songs and Enjoy HD Calls on this smartwatch. Split Display Easy Access- You can easily in one click land on any function without the need to search it from the menu.Voice Assistant- Command your mobile phone with your smartwatch,Play Games On Your Wrist 60 Sports Modes IP68 Water Resistant- Withstand dust, spills, raindrops,sweatproofWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 25 daysCovers Manufacturing Defects
https://rukminim1.flixcart.com/image/312/312/l2dmky80/smartwatch/h/z/o/-original-imagdqaspu4eqxg2.jpeg?q=70	Fire-Boltt Ninja Bell Bluetooth Calling & AI Voice Assistance Smartwatch Smartwatch	₹2,499	1.69 LCD Display- OGS Full Touch Display with a High Resolution of 240*280 Pixel & 1.69 inch LCD Screen covered with a 2D High Hard GlassBluetooth Calling Smartwatch- Answer & Make Calls Directly from The Smartwatch with In Built Speaker & Microphone Listen to Songs and Enjoy HD Calls on this smartwatch. Split Display Easy Access- You can easily in one click land on any function without the need to search it from the menu.Voice Assistant- Command your mobile phone with your smartwatch,Play Games On Your Wrist 60 Sports Modes IP68 Water Resistant- Withstand dust, spills, raindrops,sweatproofWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 25 daysCovers Manufacturing Defects
https://rukminim1.flixcart.com/image/312/312/l2dmky80/smartwatch/g/x/t/-original-imagdqasxxsve2fr.jpeg?q=70	Fire-Boltt Ninja Bell Bluetooth Calling & AI Voice Assistance Smartwatch Smartwatch	₹2,499	1.69 LCD Display- OGS Full Touch Display with a High Resolution of 240*280 Pixel & 1.69 inch LCD Screen covered with a 2D High Hard GlassBluetooth Calling Smartwatch- Answer & Make Calls Directly from The Smartwatch with In Built Speaker & Microphone Listen to Songs and Enjoy HD Calls on this smartwatch. Split Display Easy Access- You can easily in one click land on any function without the need to search it from the menu.Voice Assistant- Command your mobile phone with your smartwatch,Play Games On Your Wrist 60 Sports Modes IP68 Water Resistant- Withstand dust, spills, raindrops,sweatproofWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 25 daysCovers Manufacturing Defects
https://rukminim1.flixcart.com/image/312/312/l0sgyvk0/smartwatch/c/a/w/-original-imagcg2ecz4u8sgd.jpeg?q=70	boAt Wave pro 1.69inch HD display withTemperature Sensor and live cricket updates Smartwatch	₹1,999	"42mm(1.69"") HD DisplayFast Charge: 30 Mins= Full ChargeLive Cricket ScoresHealth Ecosystem with boAt Crest app|24H Heart Rate, SpO2 and Temperature MonitoringIP67 Dust, Sweat and Splash Resistant|Supports Google Fit &amp; Apple HealthTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase"
https://rukminim1.flixcart.com/image/312/312/xif0q/smartwatch/j/r/d/-original-imaggxsxbpnghba5.jpeg?q=70	"Gizmore GizFit Ultra BT Calling Smartwatch With 1.69"" HD Display| 60+ Sports Mode Smartwatch"	₹2,499	1.69-inch full touch 2.5D HD curve metal Display |500 Nits Brightness| Split screen feature.|Bluetooth Calling|Built-in AI Voice Assistant (Google & Siri Track SPO2, 24 x 7 Heart Rate, Calorie Burns, Hydration Alert, Menstrual Tracker, Sleep monitor, & Guided Breathing. Weather forecast, Call rejection, Alarm, Find my Phone, Timer, Stopwatch, Walk reminder, Wake gesture . Vibration alert, remote music control .60+ sports modes/ IP68 water proof .Smart All Round Notifications - Stay Socially Updated Always. 100+ customizable and cloud-based watch faces .Play Music on the go | 3 Built-in Games .ALWAYS-ON Display |500 NITSWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 15 daysGizmore Smartwatches Comes With 12 Months Manufacturing Warranty
https://rukminim1.flixcart.com/image/312/312/l3hmwsw0/smartwatch/9/m/t/-original-imagehmm9c8zp6ya.jpeg?q=70	"TAGG Verve Edge 1.69"" OGS display,complete Health Tracking,upto 7 days battery life Smartwatch"	₹1,299	"1.69"" OGS Display with 500 Nits Brightness24X7 Monitoring of Blood Oxygen, Heart Rate, Sedentary Reminder, and Menstrual Cycle Manager.360 Degree Health Suite + 24 Sports Modes that India loves100+ WatchfacesMetal Body & Matte CoatingIn-App GPSApplication- TAGG PlusTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Repair or Replacement Warranty"
https://rukminim1.flixcart.com/image/312/312/l3hmwsw0/smartwatch/i/o/g/-original-imagehmmda9sbgm5.jpeg?q=70	"TAGG Verve Edge 1.69"" OGS display,complete Health Tracking,upto 7 days battery life Smartwatch"	₹1,299	"1.69"" OGS Display with 500 Nits Brightness24X7 Monitoring of Blood Oxygen, Heart Rate, Sedentary Reminder, and Menstrual Cycle Manager.360 Degree Health Suite + 24 Sports Modes that India loves100+ WatchfacesMetal Body & Matte CoatingIn-App GPSApplication- TAGG PlusTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Repair or Replacement Warranty"
https://rukminim1.flixcart.com/image/312/312/l3ahpjk0/smartwatch/m/k/a/-original-imagegyhhxaszhn9.jpeg?q=70	boAt Wave Neo with 1.69 inch , 2.5D Curved Display & Multiple Sports Modes Smartwatch	₹1,999	42mm(1.69 inch) HD Display|2.5D Curved Display|550 Nits Brightness|Lightweight: 35 gmsMultiple Sports Modes: Walking, Running, Cycling, Climbing, Yoga, Basketball, Football, Badminton, Skipping & Swimming24H Heart Rate, SpO2 & Stress Monitoring|Sleep Tracker|Music & Camera ControlIP68 Dust, Sweat and Splash Resistant|Multiple Watch Face|Call, Text & Social Media NotificationsTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase
https://rukminim1.flixcart.com/image/312/312/l3t2fm80/smartwatch/u/q/v/-original-imageu9ftfvzcyrg.jpeg?q=70	"Ambrane Wise-Eon 1.69"" Lucid Display,bluetooth calling Smartwatch"	₹1,999	Calling Feature: Bluetooth Calling with Inbuilt Mic, Inbuilt Speaker, and DialerScreen: 1.69-inch full touch screen with square LucidDisplay, 450 Nits Brightness, 2.5D Curved Glass, With Intelligent spilt screenHealth Tracking: SpO2 (Real-Time Monitoring), Blood Pressure, Heart Rate, Sleep, Breath Training, and Menstrual Cycle TrackingFitness and Productivity: Smart Notifications, 60 Sports Modes, Alarm, Stopwatch, Flashlight, Timer, Find Phone, Music Player, Shutter (Remote Camera)Sturdy Body: Comfortable adjustable Straps, High-quality frame, and IP68 water-resistant| Modes: DND & Low Power Mode100+ Watch Faces, Upto10 Days Battery Life on Normal Use, 3 Inbuilt Games, Customizable Watch Face, Weather, Dual Menu Options, Voice AssistanceWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Brand Warranty
https://rukminim1.flixcart.com/image/312/312/kz1lle80/smartwatch/m/f/q/-original-imagb54tb6fpurze.jpeg?q=70	Noise Icon Buzz Bluetooth Calling with AI Voice Assistance Smartwatch	₹2,999	1.69 TFT LCD DisplayIn-Built Games|Bluetooth CallingVoice Assistance (AI voice assistance)Noise Health Suite|Weather ReportUp to 7-Day Battery100+ Watch Faces|IP67 WaterproofWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty
https://rukminim1.flixcart.com/image/312/312/kzpw2vk0/smartwatch/4/b/g/-original-imagbnnr2b5nen9z.jpeg?q=70	"boAt Storm 1.3"" CurvedDisplay Smartwatch"	₹2,499	"3.3 cms(1.3 inches) Full Touch Screen Curved Display with Multiple Cloud Based Watch Faces (Note: Cloud Based Watch Faces will be Available via OTA Post Launch)
Wellness Mode: Spo2 (Real-time Blood Oxygen Level Monitor), 24x7 Heart Rate Monitor, Sleep monitor, Guided Breathing & Menstruation Tracker
Metal Body Casing and 5ATM Water Resistance
Daily Activity Tracker and 9 sports Modes | Notifications with Vibration Alerts for Calls, Texts, Social media, Alarms and Sedentary AlertsTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Warranty from the date of Purchase"
https://rukminim1.flixcart.com/image/312/312/l5ld8y80/smartwatch/n/i/m/-original-imagg8dddyyzjnxn.jpeg?q=70	Noise ColorFit Icon 2 1.8 Display, Bluetooth Calling, AI Voice Assistance Smartwatch	₹2,999	1.8 display (500 nits brightness)| Bluetooth calling| AI voice assistant100+ cloud-based watch faces| In-built gamesNoise Health SuiteTM (SpO2, 24*7 heart rate tracking, sleep monitor & activity tracker)60 sports modes| IP67 waterproof | 7-day batteryUtility features (stopwatch, alarm, timer, weather, find my phone, camera & music controls)NoiseFit Track appWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty
https://rukminim1.flixcart.com/image/312/312/l3ahpjk0/smartwatch/c/w/8/-original-imagegyhw5gemgnv.jpeg?q=70	boAt Wave Neo with 1.69 inch , 2.5D Curved Display & Multiple Sports Modes Smartwatch	₹1,999	42mm(1.69 inch) HD Display|2.5D Curved Display|550 Nits Brightness|Lightweight: 35 gmsMultiple Sports Modes: Walking, Running, Cycling, Climbing, Yoga, Basketball, Football, Badminton, Skipping & Swimming24H Heart Rate, SpO2 & Stress Monitoring|Sleep Tracker|Music & Camera ControlIP68 Dust, Sweat and Splash Resistant|Multiple Watch Face|Call, Text & Social Media NotificationsTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase
https://rukminim1.flixcart.com/image/312/312/l3ahpjk0/smartwatch/l/n/f/-original-imagegyh8dmdxrwh.jpeg?q=70	boAt Wave Neo with 1.69 inch , 2.5D Curved Display & Multiple Sports Modes Smartwatch	₹1,999	42mm(1.69 inch) HD Display|2.5D Curved Display|550 Nits Brightness|Lightweight: 35 gmsMultiple Sports Modes: Walking, Running, Cycling, Climbing, Yoga, Basketball, Football, Badminton, Skipping & Swimming24H Heart Rate, SpO2 & Stress Monitoring|Sleep Tracker|Music & Camera ControlIP68 Dust, Sweat and Splash Resistant|Multiple Watch Face|Call, Text & Social Media NotificationsTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase
https://rukminim1.flixcart.com/image/312/312/l26hdow0/smartwatch/j/r/o/1-4-sm-r870nzkainu-android-samsung-yes-original-imagdhf2ahk7nvmf.jpeg?q=70	SAMSUNG Watch 4 44mm Super AMOLED with bluetooth calling and body composition tracking	₹13,340	With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 40 hrs1 Year Manufacturing Warranty
https://rukminim1.flixcart.com/image/312/312/ky0g58w0/smartwatch/d/p/5/-original-imagac7hghz4nnxw.jpeg?q=70	Noise ColorFit Caliber Smartwatch	₹1,999	"4.2 cm (1.69"") LCD full touch screen150+ customizable and cloud based watch faces60 Sports Mode|Body Temperature sensorIP68 water resistantQuick replies (Android only)Blood oxygen, Heart rate monitor, Stress monitor and sleep monitorTouchscreenFitness & OutdoorBattery Runtime: Upto 15 days1 Year Manufacturer Warranty"
https://rukminim1.flixcart.com/image/312/312/l2dmky80/smartwatch/5/e/l/-original-imagdqastpgtmubm.jpeg?q=70	Fire-Boltt Ninja Bell Bluetooth Calling & AI Voice Assistance Smartwatch Smartwatch	₹3,499	1.69 LCD Display- OGS Full Touch Display with a High Resolution of 240*280 Pixel & 1.69 inch LCD Screen covered with a 2D High Hard GlassBluetooth Calling Smartwatch- Answer & Make Calls Directly from The Smartwatch with In Built Speaker & Microphone Listen to Songs and Enjoy HD Calls on this smartwatch. Split Display Easy Access- You can easily in one click land on any function without the need to search it from the menu.Voice Assistant- Command your mobile phone with your smartwatch,Play Games On Your Wrist 60 Sports Modes IP68 Water Resistant- Withstand dust, spills, raindrops,sweatproofWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 25 daysCovers Manufacturing Defects
https://rukminim1.flixcart.com/image/312/312/l2dmky80/smartwatch/u/5/h/-original-imagdqas6cjfkthq.jpeg?q=70	Fire-Boltt Ninja Bell Bluetooth Calling & AI Voice Assistance Smartwatch Smartwatch	₹3,999	1.69 LCD Display- OGS Full Touch Display with a High Resolution of 240*280 Pixel & 1.69 inch LCD Screen covered with a 2D High Hard GlassBluetooth Calling Smartwatch- Answer & Make Calls Directly from The Smartwatch with In Built Speaker & Microphone Listen to Songs and Enjoy HD Calls on this smartwatch. Split Display Easy Access- You can easily in one click land on any function without the need to search it from the menu.Voice Assistant- Command your mobile phone with your smartwatch,Play Games On Your Wrist 60 Sports Modes IP68 Water Resistant- Withstand dust, spills, raindrops,sweatproofWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 25 daysCovers Manufacturing Defects
https://rukminim1.flixcart.com/image/312/312/xif0q/smartwatch/x/n/q/-original-imaggxsxgz8yunfa.jpeg?q=70	"Gizmore GizFit Ultra BT Calling Smartwatch With 1.69"" HD Display| 60+ Sports Mode Smartwatch"	₹2,499	1.69-inch full touch 2.5D HD curve metal Display |500 Nits Brightness| Split screen feature.|Bluetooth Calling|Built-in AI Voice Assistant (Google & Siri Track SPO2, 24 x 7 Heart Rate, Calorie Burns, Hydration Alert, Menstrual Tracker, Sleep monitor, & Guided Breathing. Weather forecast, Call rejection, Alarm, Find my Phone, Timer, Stopwatch, Walk reminder, Wake gesture . Vibration alert, remote music control .60+ sports modes/ IP68 water proof .Smart All Round Notifications - Stay Socially Updated Always. 100+ customizable and cloud-based watch faces .Play Music on the go | 3 Built-in Games .ALWAYS-ON Display |500 NITSWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 15 daysGizmore Smartwatches Comes With 12 Months Manufacturing Warranty
https://rukminim1.flixcart.com/image/312/312/ku1k4280/smartwatch/f/z/k/android-ios-wrb-sw-colorfitqubeoxy-std-rgld-pnk-noise-no-original-imag79y4dphr2wrj.jpeg?q=70	Noise ColorFit Qube SpO2 Smartwatch	₹1,499	TouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty
https://rukminim1.flixcart.com/image/312/312/xif0q/smartwatch/c/v/t/-original-imaggxsxeaeu9yrh.jpeg?q=70	"Gizmore GizFit Ultra BT Calling Smartwatch With 1.69"" HD Display| 60+ Sports Mode Smartwatch"	₹2,499	1.69-inch full touch 2.5D HD curve metal Display |500 Nits Brightness| Split screen feature.|Bluetooth Calling|Built-in AI Voice Assistant (Google & Siri Track SPO2, 24 x 7 Heart Rate, Calorie Burns, Hydration Alert, Menstrual Tracker, Sleep monitor, & Guided Breathing. Weather forecast, Call rejection, Alarm, Find my Phone, Timer, Stopwatch, Walk reminder, Wake gesture . Vibration alert, remote music control .60+ sports modes/ IP68 water proof .Smart All Round Notifications - Stay Socially Updated Always. 100+ customizable and cloud-based watch faces .Play Music on the go | 3 Built-in Games .ALWAYS-ON Display |500 NITSWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 15 daysGizmore Smartwatches Comes With 12 Months Manufacturing Warranty
https://rukminim1.flixcart.com/image/312/312/xif0q/smartwatch/0/n/g/-original-imaghqqu4qxhjjth.jpeg?q=70	Noise ColorFit Caliber Go with 1.69 inch HD Display, 40 Sports Modes, 150+ Watch Faces Smartwatch	₹2,199	1.69'' TFT display (240*280px, 500 nits, 218 PPI)Noise Health Suite (SpO2, 24*7 heart rate tracking, activity tracker, sleep tracker, stress monitor & female health tracker)Productivity and utility features (hand wash reminder, drink water reminder, DND, weather forecast, call mute & rejection, alarm, idle alert, stopwatch, timer, remote music control & find my phone)40 sports modes (10 inbuilt & 30 in app) | 150+ cloud-based watch facesUp to 10 days of battery (300mAh)5 color options: Jet black, Rose pink, Olive green, Midnight blue, Mist greyTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty
https://rukminim1.flixcart.com/image/312/312/k8vyf0w0/smartwatch/h/c/n/wrb-sw-colorfitpro2-std-blk-android-ios-noise-original-imafqsqgcgsb79fg.jpeg?q=70	Noise ColorFit Pro 2 Smartwatch	₹1,999	Get Upto 10 Day Battery Life with Magnetic ChargerMenstrual Cycle TrackingHeart Rate MonitorIP68 WaterproofTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty
https://rukminim1.flixcart.com/image/312/312/l41n2q80/smartwatch/c/t/l/-original-imagffyzhv7yx9yx.jpeg?q=70	"boAt Wave Connect with Bluetooth Calling, Voice Assistant and 1.69"" HD Display Smartwatch"	₹3,499	Bluetooth Calling Smartwatch: Call On The Go | Voice Assistant: Connect on Command | 43mm(1.69”) HD Display | 60+ Sports Modes | Heart Rate and SpO2 Monitoring | Multiple Cloud Watch Faces | IP68: Dust, Sweat & Splash ResistantWith Call FunctionTouchscreenFitness & Outdoor1 Year Warranty from the Date of Purchase
https://rukminim1.flixcart.com/image/312/312/xif0q/smartwatch/o/l/h/-original-imagghz3bxh5cmab.jpeg?q=70	Boult Drift Bluetooth Calling, 1.69inch HD Display Smartwatch	₹2,999	Bluetooth Calling with Dedicated Speaker and Mic | Smart Notification1.69'' HD Screen, 475 Nits High Brightness DisplayHealth Monitor: SpO2 Blood Oxygen Saturation Monitor, 24*7 Heart Rate Monitor, Female Menstrual Cycle Tracking, Stress Monitor, Sleep Monitor, Drink Water Reminder, Sedentary Reminder140+ Cloud-based Watch Faces with Custom Watch Face Option | 60 Sports Modes10 Days Battery Life | 20 Days Standby | Full Charge in 2.5 HrsFast Charging | 10 Min Charge = 2 Days Standard UseInteractive Mini-Games | IP68 Water ResistantWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 10 daysRepair or Replace
https://rukminim1.flixcart.com/image/312/312/l5ld8y80/smartwatch/r/q/t/-original-imagg8dksgct9hxg.jpeg?q=70	Noise ColorFit Icon 2 1.8 Display, Bluetooth Calling, AI Voice Assistance Smartwatch	₹3,999	1.8 display (500 nits brightness)| Bluetooth calling| AI voice assistant100+ cloud-based watch faces| In-built gamesNoise Health SuiteTM (SpO2, 24*7 heart rate tracking, sleep monitor & activity tracker)60 sports modes| IP67 waterproof | 7-day batteryUtility features (stopwatch, alarm, timer, weather, find my phone, camera & music controls)NoiseFit Track appWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty
https://rukminim1.flixcart.com/image/312/312/l4pxk7k0/smartwatch/s/q/f/-original-imagfjxz9tvr3j3j.jpeg?q=70	Noise ColorFit Vision 2 with 1.78'' Always on AMOLED Display Smartwatch	₹2,999	1.78 Amoled with always on featureMenstrual Cycle Tracking | Heart Rate Monitor, Stress & Sleep MonitorWeather and Quick RepliesIP68 Waterproof| multiple sports modeBattery : Upto 7 days/ 30 Days StandbyTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty
https://rukminim1.flixcart.com/image/312/312/l0sgyvk0/smartwatch/c/a/w/-original-imagcg2ecz4u8sgd.jpeg?q=70	boAt Wave pro 1.69inch HD display withTemperature Sensor and live cricket updates Smartwatch	₹1,999	"42mm(1.69"") HD DisplayFast Charge: 30 Mins= Full ChargeLive Cricket ScoresHealth Ecosystem with boAt Crest app|24H Heart Rate, SpO2 and Temperature MonitoringIP67 Dust, Sweat and Splash Resistant|Supports Google Fit &amp; Apple HealthTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase"
https://rukminim1.flixcart.com/image/312/312/xif0q/smartwatch/j/r/d/-original-imaggxsxbpnghba5.jpeg?q=70	"Gizmore GizFit Ultra BT Calling Smartwatch With 1.69"" HD Display| 60+ Sports Mode Smartwatch"	₹2,499	1.69-inch full touch 2.5D HD curve metal Display |500 Nits Brightness| Split screen feature.|Bluetooth Calling|Built-in AI Voice Assistant (Google & Siri Track SPO2, 24 x 7 Heart Rate, Calorie Burns, Hydration Alert, Menstrual Tracker, Sleep monitor, & Guided Breathing. Weather forecast, Call rejection, Alarm, Find my Phone, Timer, Stopwatch, Walk reminder, Wake gesture . Vibration alert, remote music control .60+ sports modes/ IP68 water proof .Smart All Round Notifications - Stay Socially Updated Always. 100+ customizable and cloud-based watch faces .Play Music on the go | 3 Built-in Games .ALWAYS-ON Display |500 NITSWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 15 daysGizmore Smartwatches Comes With 12 Months Manufacturing Warranty
https://rukminim1.flixcart.com/image/312/312/xif0q/smartwatch/0/n/g/-original-imaghqqu4qxhjjth.jpeg?q=70	Noise ColorFit Caliber Go with 1.69 inch HD Display, 40 Sports Modes, 150+ Watch Faces Smartwatch	₹2,199	1.69'' TFT display (240*280px, 500 nits, 218 PPI)Noise Health Suite (SpO2, 24*7 heart rate tracking, activity tracker, sleep tracker, stress monitor & female health tracker)Productivity and utility features (hand wash reminder, drink water reminder, DND, weather forecast, call mute & rejection, alarm, idle alert, stopwatch, timer, remote music control & find my phone)40 sports modes (10 inbuilt & 30 in app) | 150+ cloud-based watch facesUp to 10 days of battery (300mAh)5 color options: Jet black, Rose pink, Olive green, Midnight blue, Mist greyTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty
https://rukminim1.flixcart.com/image/312/312/krkyt8w0/smartwatch/h/i/v/wrb-sw-colorfitpro2oxy-std-rgld-win-android-ios-noise-original-imag5c6xbpxdymgy.jpeg?q=70	Noise ColorFit Pro 2 Oxy Smartwatch	₹1,999	TouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty
https://rukminim1.flixcart.com/image/312/312/l5ld8y80/smartwatch/n/i/m/-original-imagg8dddyyzjnxn.jpeg?q=70	Noise ColorFit Icon 2 1.8 Display, Bluetooth Calling, AI Voice Assistance Smartwatch	₹2,999	1.8 display (500 nits brightness)| Bluetooth calling| AI voice assistant100+ cloud-based watch faces| In-built gamesNoise Health SuiteTM (SpO2, 24*7 heart rate tracking, sleep monitor & activity tracker)60 sports modes| IP67 waterproof | 7-day batteryUtility features (stopwatch, alarm, timer, weather, find my phone, camera & music controls)NoiseFit Track appWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty
https://rukminim1.flixcart.com/image/312/312/kt39jm80/smartwatch/d/h/j/android-ios-dw2118-dizo-no-original-imag6gh7vr7fhtfc.jpeg?q=70	DIZO Watch 2 (by realme TechLife)	₹2,299	"4.3cm (1.69"") Bright Full Touch Screen5ATM Water ResistanceBlood Oxygen & Heart Rate Monitor15 Sports Modes10-Day Battery Life100+ Stylish Watch FacesTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Warranty"
https://rukminim1.flixcart.com/image/312/312/kx3l0nk0/smartwatch/q/o/j/-original-imag9msdghg7hjmy.jpeg?q=70	Noise Evolve 2 AMOLED with 42mm Dial Size Smartwatch	₹2,999	30mm dial AMOLED display with 390*390 resolutionSleep monitoring, blood-oxygen monitoring, 24*7 Heart rate monitoringCustomisable and cloud-based watch faces3 Atm water resistantFast charge - 30min charge to 5-day usageTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty
https://rukminim1.flixcart.com/image/312/312/l2dmky80/smartwatch/r/n/w/-original-imagdqkbfahc6sxy.jpeg?q=70	Noise Fit Buzz with 1.32inch HD Round Screen, Bluetooth calling and SPO2 Smartwatch	₹3,999	Bluetooth CallingLarge 1.32 inch displayHigh resolution with over 300ppiVoice assistant 24X7Heart Rate monitorBlood Oxygen MonitorWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty
https://rukminim1.flixcart.com/image/312/312/ku1k4280/smartwatch/f/z/k/android-ios-wrb-sw-colorfitqubeoxy-std-rgld-pnk-noise-no-original-imag79y4dphr2wrj.jpeg?q=70	Noise ColorFit Qube SpO2 Smartwatch	₹1,499	TouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty
https://rukminim1.flixcart.com/image/312/312/kvwpt3k0/smartwatch/3/1/8/1-69-android-ios-dw2118-dizo-no-original-imag8znetbfvnxzp.jpeg?q=70	DIZO Watch 2 (by realme TechLife)	₹2,299	4.3cm (1.69 inch) Bright Full Touch Screen5ATM Water ResistanceBlood Oxygen & Heart Rate Monitor15 Sports Modes 100+ Stylish Watch FacesTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 year from the date of purchase
https://rukminim1.flixcart.com/image/312/312/kt39jm80/smartwatch/0/m/m/android-ios-dw2118-dizo-no-original-imag6gh7ngkpteyd.jpeg?q=70	DIZO Watch 2 (by realme TechLife)	₹2,299	"4.3cm (1.69"") Bright Full Touch Screen5ATM Water ResistanceBlood Oxygen & Heart Rate Monitor15 Sports Modes10-Day Battery Life100+ Stylish Watch FacesTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Warranty"
